#ITitle	MINI-LIGNE.180614.16H																			
#IInfo	 																			
#IVersion	9																			
#IDate	02/00/2048																			
!Data	Type:	F-Freq.	Domain	S-Stream	Data	T-Time	Domain													
#ST																				
!--------------------------------------																				
!System	Section																			
#SNAME	MINI_LIGNE18061416H																			
#SGDflt	0																			
#SR50Hz																				
#SHiNse																				
#SMuxN	1																			
#SXcale	1																			
#SOffset	0																			
!TX	Section																			
#XMXVlt	480																			
#XCurMx	2500																			
#XPowMx	250																			
#XVTrgt	50																			
#XITrgt	30																			
#XBtVmn	9																			
#XTmpMx	70																			
#XLrRes	1																			
#XUpRes	200000																			
!TDIP	Section																			
#TFrequ	5																			
#TStcks	3																			
#TRDely	29.999																			
#TLngtR	59.999																			
#TChrg																				
#TIPDly	2.222																			
#TNResOnly																				
!ERTLab	Header	Info																		
Electrodes	input/output	format																		
580	1	1	1	22	1	8	1	15	49.68221	-0.000468	0.479136	-0.000004	9.64403	5904	20480200_211652	CH	1	GN	1	49
581	1	4	1	22	1	10	1	16	45.87653	0	0.217588	0	4.742912	11809	20480200_211654	CH	1	GN	1	49.5
582	1	7	1	22	1	12	1	17	89.47149	0.040137	0.78997	0.000354	8.829302	6552	20480200_211656	CH	1	GN	1	50.5
583	1	10	1	22	1	14	1	18	144.9546	0.075034	1.581038	0.000818	10.90713	5347	20480200_211658	CH	1	GN	1	50.5
584	1	13	1	22	1	16	1	19	252.8567	0.103885	1.725121	0.000708	6.822526	8658	20480200_211700	CH	1	GN	1	51
585	1	16	1	22	1	18	1	20	253.6381	0.253945	2.831627	0.002835	11.16404	5096	20480200_211702	CH	1	GN	1	50
586	1	19	1	22	1	20	1	21	808.1503	0.689298	4.500568	0.003838	5.568974	6552	20480200_211704	CH	1	GN	1	31.5
587	1	2	1	23	1	9	1	16	36.05002	0	0.385697	0	10.69894	4434	20480200_211706	CH	1	GN	1	38.5
588	1	5	1	23	1	11	1	17	68.55675	0.038729	0.512194	0.000289	7.471106	8020	20480200_211708	CH	1	GN	1	49.5
589	1	8	1	23	1	13	1	18	82.85704	0.024012	0.998452	0.000289	12.0503	4239	20480200_211710	CH	1	GN	1	42.5
590	1	11	1	23	1	15	1	19	132.7267	0.037836	1.435434	0.000409	10.81495	4434	20480200_211712	CH	1	GN	1	39.6
591	1	14	1	23	1	17	1	20	169.7889	0.043364	1.602209	0.000409	9.43648	4861	20480200_211714	CH	1	GN	1	40
592	1	17	1	23	1	19	1	21	320.7473	0.158518	3.702869	0.00183	11.5445	4239	20480200_211716	CH	1	GN	1	40.1
593	1	20	1	23	1	21	1	22	496.6693	0.412455	4.181168	0.003472	8.418416	6384	20480200_211718	CH	1	GN	1	49
594	1	3	1	24	1	10	1	17	43.77319	-0.000485	0.407505	-0.000004	9.309471	4861	20480200_211720	CH	1	GN	1	40
595	1	6	1	24	1	12	1	18	72.78488	0.046026	0.323555	0.000204	4.445366	11809	20480200_211722	CH	1	GN	1	48
596	1	9	1	24	1	14	1	19	91.19205	0.025219	1.479668	0.000409	16.22585	2952	20480200_211724	CH	1	GN	1	40.2
597	1	12	1	24	1	16	1	20	122.4343	0	1.216272	0	9.934076	4861	20480200_211726	CH	1	GN	1	39.8
598	1	15	1	24	1	18	1	21	155.4784	0.076837	1.851487	0.000915	11.90832	4239	20480200_211726	CH	1	GN	1	41
599	1	18	1	24	1	20	1	22	309.3636	0.22344	3.399381	0.002455	10.9883	4434	20480200_211728	CH	1	GN	1	41
600	1	21	1	24	1	22	1	23	678.1807	0.713146	3.480589	0.00366	5.132246	7291	20480200_211732	CH	1	GN	1	31.5
601	1	1	1	25	1	9	1	17	32.24388	0.007246	0.455189	0.000102	14.11708	3108	20480200_211732	CH	1	GN	1	40.3
602	1	4	1	25	1	11	1	18	44.4935	0.01183	0.272061	0.000072	6.114643	9324	20480200_211734	CH	1	GN	2	50.5
603	1	7	1	25	1	13	1	19	47.69655	0.02816	0.547934	0.000323	11.48792	4434	20480200_211736	CH	1	GN	1	40.1
604	1	10	1	25	1	15	1	20	74.92881	0.047451	1.208863	0.000765	16.13349	2952	20480200_211738	CH	1	GN	1	39.1
605	1	13	1	25	1	17	1	21	93.9711	0.053552	0.879424	0.000501	9.358452	6216	20480200_211740	CH	1	GN	1	49.5
606	1	16	1	25	1	19	1	22	96.45837	0.077057	1.61981	0.001294	16.79284	2808	20480200_211742	CH	1	GN	1	39
607	1	19	1	25	1	21	1	23	224.5858	0.40052	2.471312	0.004407	11.00386	4434	20480200_211744	CH	1	GN	1	41
608	1	22	1	25	1	23	1	24	393.49	0.402457	4.080111	0.004173	10.36903	5347	20480200_211746	CH	1	GN	1	50.2
609	1	2	1	26	1	10	1	18	35.86106	0.008468	0.4332	0.000102	12.07996	4434	20480200_211748	CH	1	GN	1	44
610	1	5	1	26	1	12	1	19	49.86806	0.027454	0.371635	0.000204	7.452364	7862	20480200_211750	CH	1	GN	1	49.5
611	1	8	1	26	1	14	1	20	54.81095	0.017651	0.635342	0.000204	11.59152	4434	20480200_211752	CH	1	GN	1	41
612	1	11	1	26	1	16	1	21	76.21295	0.026421	0.834639	0.000289	10.95141	4641	20480200_211754	CH	1	GN	1	40.3
613	1	14	1	26	1	18	1	22	87.05724	0	1.024715	0	11.77059	5002	20480200_211756	CH	1	GN	1	50.6
614	1	17	1	26	1	20	1	23	140.2955	0.062775	1.583998	0.000708	11.29043	4434	20480200_211758	CH	1	GN	1	40.1
615	1	20	1	26	1	22	1	24	304.9085	0.400323	2.493386	0.003273	8.177488	6961	20480200_211800	CH	1	GN	1	50
616	1	23	1	26	1	24	1	25	499.6568	0.413972	3.696029	0.003062	7.397136	4239	20480200_211802	CH	1	GN	1	25.5
617	1	3	1	27	1	11	1	19	38.42159	-0.00046	0.37727	-0.000004	9.819232	5904	20480200_211804	CH	1	GN	1	50.3
618	1	6	1	27	1	13	1	20	45.32877	0.034429	0.190476	0.000144	4.202112	13104	20480200_211806	CH	1	GN	1	48.5
619	1	9	1	27	1	15	1	21	67.85245	-0.001345	0.91187	-0.000018	13.43901	4180	20480200_211808	CH	1	GN	1	44.5
620	1	12	1	27	1	17	1	22	66.46189	0.01411	0.68145	0.000144	10.25325	5616	20480200_211810	CH	1	GN	1	49.6
621	1	15	1	27	1	19	1	23	94.46575	0.024485	1.116349	0.000289	11.8175	5096	20480200_211812	CH	1	GN	1	50.5
622	1	18	1	27	1	21	1	24	175.8368	0.075292	1.911314	0.000818	10.86982	5616	20480200_211814	CH	1	GN	1	50.5
623	1	21	1	27	1	23	1	25	406.5421	0.294263	2.769598	0.002004	6.812573	8020	20480200_211816	CH	1	GN	1	48.6
624	1	24	1	27	1	25	1	26	327.955	0.36076	3.644784	0.004009	11.11367	4239	20480200_211816	CH	1	GN	1	39.5
625	1	1	1	28	1	10	1	19	33.01589	-0.000235	0.317286	-0.000002	9.610103	4641	20480200_211818	CH	1	GN	1	39
626	1	4	1	28	1	12	1	20	41.90534	0.013601	0.222868	0.000072	5.318367	10694	20480200_211820	CH	1	GN	1	50
627	1	7	1	28	1	14	1	21	52.33357	0	0.547725	0	10.46603	5497	20480200_211822	CH	1	GN	1	49.5
628	1	10	1	28	1	16	1	22	67.08203	0.025491	0.761434	0.000289	11.35079	4641	20480200_211824	CH	1	GN	1	41
629	1	13	1	28	1	18	1	23	86.80906	0.041551	0.675862	0.000323	7.785619	7644	20480200_211826	CH	1	GN	1	50
630	1	16	1	28	1	20	1	24	97.64243	0.051796	1.090921	0.000578	11.17261	4434	20480200_211828	CH	1	GN	1	39.3
631	1	19	1	28	1	22	1	25	256.6746	0.223889	2.569518	0.002241	10.01079	5616	20480200_211830	CH	1	GN	1	50
632	1	22	1	28	1	24	1	26	396.5955	0.285972	3.210261	0.002314	8.094548	7291	20480200_211832	CH	1	GN	1	50
633	1	25	1	28	1	26	1	27	432.6591	0.513235	4.779929	0.00567	11.04779	4434	20480200_211834	CH	1	GN	1	41
634	1	2	1	29	1	11	1	20	34.5235	0.056632	0.211484	0.000346	6.125807	9100	20480200_211836	CH	1	GN	2	49.5
635	1	5	1	29	1	13	1	21	40.2872	0.054334	0.18189	0.000245	4.514841	12432	20480200_211838	CH	1	GN	1	50
636	1	8	1	29	1	15	1	22	49.67522	0.108966	0.307591	0.000674	6.192052	9324	20480200_211840	CH	1	GN	1	50.5
637	1	11	1	29	1	17	1	23	56.03182	0.154787	0.336363	0.000929	6.003071	9324	20480200_211842	CH	1	GN	1	49.5
638	1	14	1	29	1	19	1	24	82.24802	0.208963	0.460863	0.00117	5.603343	9828	20480200_211844	CH	1	GN	1	49.6
639	1	17	1	29	1	21	1	25	140.1157	0.386552	0.855294	0.002359	6.104197	9324	20480200_211846	CH	1	GN	1	50.5
640	1	20	1	29	1	23	1	26	268.5437	0.579254	1.236748	0.002667	4.60539	11809	20480200_211848	CH	1	GN	1	50
641	1	23	1	29	1	25	1	27	240.1524	0.720164	1.46969	0.004407	6.11982	9324	20480200_211850	CH	1	GN	1	50.5
642	1	26	1	29	1	27	1	28	348.2596	1.094229	2.171494	0.006822	6.235272	8857	20480200_211850	CH	1	GN	1	50
643	1	3	1	30	1	12	1	21	35.188	0.009223	0.27596	0.000072	7.842452	7291	20480200_211852	CH	1	GN	1	50.5
644	1	6	1	30	1	14	1	22	42.4032	0.020932	0.163832	0.00008	3.863688	14430	20480200_211854	CH	1	GN	2	49.5
645	1	9	1	30	1	16	1	23	55.19371	0	0.597877	0	10.83234	5616	20480200_211856	CH	1	GN	1	50
646	1	12	1	30	1	18	1	24	59.44608	0.017869	0.481285	0.000144	8.096167	7291	20480200_211858	CH	1	GN	1	50
647	1	15	1	30	1	20	1	25	97.05943	0	0.868162	0	8.944653	6552	20480200_211900	CH	1	GN	1	50
648	1	18	1	30	1	22	1	26	185.8244	0.04933	1.541437	0.000409	8.295125	6961	20480200_211902	CH	1	GN	1	49.5
649	1	21	1	30	1	24	1	27	252.3681	0.139512	1.480448	0.000818	5.866224	9324	20480200_211904	CH	1	GN	1	49.6
650	1	24	1	30	1	26	1	28	221.7529	0.208676	2.217293	0.002086	9.998937	5904	20480200_211906	CH	1	GN	1	50
651	1	27	1	30	1	28	1	29	714.2256	0.456701	4.047383	0.002588	5.666813	6216	20480200_211908	CH	1	GN	1	31.5
652	1	1	1	31	1	11	1	21	31.51837	0.012306	0.370526	0.000144	11.75589	4239	20480200_211910	CH	1	GN	2	40
653	1	4	1	31	1	13	1	22	31.74902	0.008798	0.184568	0.000051	5.813356	9828	20480200_211912	CH	1	GN	1	51
654	1	7	1	31	1	15	1	23	42.93432	0.014725	0.421815	0.000144	9.824665	4861	20480200_211914	CH	1	GN	1	39.8
655	1	10	1	31	1	17	1	24	49.58171	0.010837	0.661913	0.000144	13.34995	3882	20480200_211916	CH	1	GN	1	39.5
656	1	13	1	31	1	19	1	25	84.37372	0.034309	0.711564	0.000289	8.433482	7291	20480200_211918	CH	1	GN	1	49.3
657	1	16	1	31	1	21	1	26	102.8694	0.03035	1.386966	0.000409	13.48278	3276	20480200_211920	CH	1	GN	1	38.8
658	1	19	1	31	1	23	1	27	179.9256	0.159265	2.067412	0.00183	11.49037	5096	20480200_211922	CH	1	GN	1	50
659	1	22	1	31	1	25	1	28	172.9026	0	1.554302	0	8.989471	6216	20480200_211924	CH	1	GN	1	50
660	1	25	1	31	1	27	1	29	344.1125	0.383266	4.024682	0.004482	11.69583	4056	20480200_211926	CH	1	GN	1	38.5
661	1	28	1	31	1	29	1	30	524.129	-0.048789	3.108418	-0.000289	5.930636	5096	20480200_211928	CH	1	GN	1	25.2
662	1	2	1	32	1	12	1	22	30.49282	0	0.341849	0	11.2108	4434	20480200_211930	CH	1	GN	2	41
663	1	5	1	32	1	14	1	23	36.08395	0.025795	0.267721	0.000191	7.419409	8020	20480200_211932	CH	1	GN	1	49.5
664	1	8	1	32	1	16	1	24	43.57775	0.013139	0.479824	0.000144	11.01076	4434	20480200_211934	CH	1	GN	1	39.5
665	1	11	1	32	1	18	1	25	54.98058	0	0.570326	0	10.37322	4641	20480200_211934	CH	1	GN	1	38.6
666	1	14	1	32	1	20	1	26	84.28218	0.01792	0.962267	0.000204	11.41721	5096	20480200_211936	CH	1	GN	1	49.5
667	1	17	1	32	1	22	1	27	117.7256	0.036127	1.333447	0.000409	11.32674	4434	20480200_211938	CH	1	GN	1	41
668	1	20	1	32	1	24	1	28	158.6712	-0.00902	1.272425	-0.000072	8.019258	7291	20480200_211940	CH	1	GN	1	50.1
669	1	23	1	32	1	26	1	29	175.2606	0.10547	1.923268	0.001157	10.97376	4239	20480200_211942	CH	1	GN	1	39.5
670	1	26	1	32	1	28	1	30	397.4186	0.390767	4.404333	0.00433	11.08235	4239	20480200_211944	CH	1	GN	1	39.5
671	1	29	1	32	1	30	1	31	409.5856	0.605297	2.626869	0.003882	6.413482	8857	20480200_211946	CH	1	GN	1	50
672	1	3	1	4	1	1	1	2	-224.6254	0	-1.460346	0	6.501251	8424	20480200_211948	CH	1	GN	1	49.2
673	1	4	1	5	1	1	1	2	-188.9496	0	-0.908999	0	4.810801	10694	20480200_211950	CH	1	GN	1	49
674	1	4	1	5	1	2	1	3	-448.9924	0.120292	-2.160013	0.000578	4.810801	10694	20480200_211950	CH	2	GN	1	49
675	1	5	1	6	1	1	1	2	-41.99075	0.017312	-0.175455	0.000072	4.178437	13104	20480200_211952	CH	1	GN	2	51
676	1	5	1	6	1	2	1	3	-67.77342	0	-0.283186	0	4.178437	13104	20480200_211952	CH	2	GN	1	51
677	1	5	1	6	1	3	1	4	-239.7644	0.119942	-1.00184	0.000501	4.178437	13104	20480200_211952	CH	3	GN	1	51
678	1	5	1	7	1	1	1	3	-162.0823	0.035978	-1.303537	0.000289	8.042442	7291	20480200_211954	CH	1	GN	1	50
679	1	6	1	7	1	1	1	2	-21.27036	0.010932	-0.111261	0.000057	5.230811	10694	20480200_211956	CH	1	GN	2	50.3
680	1	6	1	7	1	2	1	3	-30.91692	0.018294	-0.16172	0.000095	5.230811	10694	20480200_211956	CH	2	GN	2	50.3
681	1	6	1	7	1	3	1	4	-92.61812	0.047905	-0.484467	0.00025	5.230811	10694	20480200_211956	CH	3	GN	1	50.3
682	1	6	1	7	1	4	1	5	-407.6002	0.270996	-2.132079	0.001417	5.230811	10694	20480200_211956	CH	4	GN	1	50.3
683	1	6	1	8	1	2	1	4	-175.8868	0.097865	-0.822242	0.000457	4.674839	11809	20480200_211958	CH	1	GN	1	49.5
684	1	7	1	8	1	1	1	2	-11.38844	0	-0.091171	0	8.00565	4056	20480200_212000	CH	1	GN	2	26
685	1	7	1	8	1	2	1	3	-14.22784	-0.000035	-0.113903	0	8.00565	4056	20480200_212000	CH	2	GN	2	26
686	1	7	1	8	1	3	1	4	-38.05296	-0.000282	-0.304638	-0.000002	8.00565	4056	20480200_212000	CH	3	GN	2	26
687	1	7	1	8	1	4	1	5	-135.323	-0.004517	-1.083348	-0.000036	8.00565	4056	20480200_212000	CH	4	GN	1	26
688	1	7	1	8	1	5	1	6	-424.6303	0.102229	-3.399442	0.000818	8.00565	4056	20480200_212000	CH	5	GN	1	26
689	1	7	1	9	1	1	1	3	-34.67655	0.01869	-0.536841	0.000289	15.48141	3276	20480200_212002	CH	1	GN	1	45.5
690	1	7	1	9	1	3	1	5	-218.9254	0.118207	-3.389274	0.00183	15.48141	3276	20480200_212002	CH	2	GN	1	45.5
691	1	8	1	9	1	1	1	2	-4.329334	-0.000008	-0.069367	0	16.02274	2808	20480200_212004	CH	1	GN	3	40
692	1	8	1	9	1	2	1	3	-4.769656	0.001128	-0.076422	0.000018	16.02274	2808	20480200_212004	CH	2	GN	2	40
693	1	8	1	9	1	3	1	4	-11.69858	0	-0.187443	0	16.02274	2808	20480200_212004	CH	3	GN	2	40
694	1	8	1	9	1	4	1	5	-34.21008	-0.000564	-0.548139	-0.000009	16.02274	2808	20480200_212004	CH	4	GN	1	40
695	1	8	1	9	1	5	1	6	-66.60913	-0.002257	-1.067261	-0.000036	16.02274	2808	20480200_212004	CH	5	GN	1	40
696	1	8	1	9	1	6	1	7	-74.92781	0	-1.200549	0	16.02274	2808	20480200_212004	CH	6	GN	1	40
697	1	7	1	10	1	1	1	4	-86.30319	0.048959	-1.14051	0.000647	13.21516	3276	20480200_212006	CH	1	GN	1	39
698	1	8	1	10	1	2	1	4	-17.95613	0	-0.290268	0	16.16541	2952	20480200_212008	CH	1	GN	2	40.5
699	1	8	1	10	1	4	1	6	-108.4196	-0.004474	-1.752647	-0.000072	16.16541	2952	20480200_212008	CH	2	GN	1	40.5
700	1	9	1	10	1	1	1	2	-0.435234	0.00015	-0.013104	0.000004	30.108	1859	20480200_212010	CH	1	GN	3	45.5
701	1	9	1	10	1	2	1	3	-0.442497	0.000212	-0.013322	0.000006	30.108	1859	20480200_212010	CH	2	GN	3	45.5
702	1	9	1	10	1	3	1	4	-1.049393	0.0003	-0.031595	0.000009	30.108	1859	20480200_212010	CH	3	GN	2	45.5
703	1	9	1	10	1	4	1	5	-2.870411	0.000849	-0.086422	0.000025	30.108	1859	20480200_212010	CH	4	GN	2	45.5
704	1	9	1	10	1	5	1	6	-4.759849	0.002402	-0.143309	0.000072	30.108	1859	20480200_212010	CH	5	GN	2	45.5
705	1	9	1	10	1	6	1	7	-4.533736	0.00208	-0.136501	0.000062	30.108	1859	20480200_212010	CH	6	GN	2	45.5
706	1	9	1	10	1	7	1	8	-18.19633	0.008322	-0.547855	0.00025	30.108	1859	20480200_212010	CH	7	GN	1	45.5
707	1	8	1	11	1	2	1	5	-57.36932	0.016397	-0.715828	0.000204	12.47754	4239	20480200_212012	CH	1	GN	1	42.5
708	1	9	1	11	1	1	1	3	-1.384652	-0.000002	-0.022649	0	16.35741	2952	20480200_212014	CH	1	GN	3	41.5
709	1	9	1	11	1	3	1	5	-6.033777	0	-0.098697	0	16.35741	2952	20480200_212014	CH	2	GN	2	41.5
710	1	9	1	11	1	5	1	7	-13.91288	0	-0.227578	0	16.35741	2952	20480200_212014	CH	3	GN	2	41.5
711	1	10	1	11	1	1	1	2	-0.258888	0.000248	-0.004986	0.000004	19.26143	2430	20480200_212016	CH	1	GN	4	40.7
712	1	10	1	11	1	2	1	3	-0.248313	0.000241	-0.004782	0.000004	19.26143	2430	20480200_212016	CH	2	GN	3	40.7
713	1	10	1	11	1	3	1	4	-0.578708	0.000574	-0.011146	0.000011	19.26143	2430	20480200_212016	CH	3	GN	2	40.7
714	1	10	1	11	1	4	1	5	-1.538224	0.001446	-0.029628	0.000027	19.26143	2430	20480200_212016	CH	4	GN	2	40.7
715	1	10	1	11	1	5	1	6	-2.461702	0.002484	-0.047415	0.000047	19.26143	2430	20480200_212016	CH	5	GN	2	40.7
716	1	10	1	11	1	6	1	7	-2.161446	0.002201	-0.041632	0.000042	19.26143	2430	20480200_212016	CH	6	GN	2	40.7
717	1	10	1	11	1	7	1	8	-6.648936	0.006227	-0.128068	0.000119	19.26143	2430	20480200_212016	CH	7	GN	2	40.7
718	1	10	1	11	1	8	1	9	-54.27029	0.058181	-1.045323	0.00112	19.26143	2430	20480200_212016	CH	8	GN	1	40.7
719	1	9	1	12	1	3	1	6	-20.94157	0.017336	-0.231184	0.000191	11.03948	4004	20480200_212018	CH	1	GN	2	36.5
720	1	10	1	12	1	2	1	4	-2.253635	0.000648	-0.031427	0.000009	13.94507	3718	20480200_212020	CH	1	GN	2	43.3
721	1	10	1	12	1	4	1	6	-10.68358	0.005799	-0.148983	0.00008	13.94507	3718	20480200_212020	CH	2	GN	2	43.3
722	1	10	1	12	1	6	1	8	-20.32558	0.013724	-0.283441	0.000191	13.94507	3718	20480200_212020	CH	3	GN	1	43.3
723	1	11	1	12	1	2	1	3	-0.441322	0.000223	-0.004989	0.000002	11.30583	4239	20480200_212022	CH	1	GN	3	41
724	1	11	1	12	1	3	1	4	-0.999292	0.000282	-0.011297	0.000003	11.30583	4239	20480200_212022	CH	2	GN	2	41
725	1	11	1	12	1	4	1	5	-2.635532	0.001264	-0.029796	0.000014	11.30583	4239	20480200_212022	CH	3	GN	2	41
726	1	11	1	12	1	5	1	6	-4.056495	0.001131	-0.045862	0.000012	11.30583	4239	20480200_212022	CH	4	GN	2	41
727	1	11	1	12	1	6	1	7	-3.324633	0.000799	-0.037587	0.000009	11.30583	4239	20480200_212022	CH	5	GN	2	41
728	1	11	1	12	1	7	1	8	-8.155576	-0.000024	-0.092205	0	11.30583	4239	20480200_212022	CH	6	GN	2	41
729	1	11	1	12	1	8	1	9	-41.70826	0.022164	-0.471546	0.00025	11.30583	4239	20480200_212022	CH	7	GN	1	41
730	1	11	1	12	1	9	1	10	-106.7842	0.221643	-1.207284	0.002505	11.30583	4239	20480200_212022	CH	8	GN	1	41
731	1	9	1	13	1	1	1	5	-19.15376	-0.000109	-0.198305	-0.000001	10.35333	5616	20480200_212024	CH	1	GN	1	49.5
732	1	10	1	13	1	1	1	4	-6.173729	0.002905	-0.066546	0.000031	10.77903	5347	20480200_212026	CH	1	GN	2	50.5
733	1	10	1	13	1	4	1	7	-28.77591	0.018981	-0.310176	0.000204	10.77903	5347	20480200_212026	CH	2	GN	2	50.5
734	1	11	1	13	1	1	1	3	-2.38158	0.002225	-0.021632	0.00002	9.083201	5904	20480200_212028	CH	1	GN	3	49.8
735	1	11	1	13	1	3	1	5	-9.371185	0.007963	-0.08512	0.000072	9.083201	5904	20480200_212028	CH	2	GN	2	49.8
736	1	11	1	13	1	5	1	7	-15.96033	0.015422	-0.14497	0.00014	9.083201	5904	20480200_212028	CH	3	GN	2	49.8
737	1	11	1	13	1	7	1	9	-95.06374	0.100736	-0.863483	0.000915	9.083201	5904	20480200_212028	CH	4	GN	1	49.8
738	1	12	1	13	1	3	1	4	-1.710932	0.001657	-0.014755	0.000014	8.62424	6216	20480200_212030	CH	1	GN	2	50.5
739	1	12	1	13	1	4	1	5	-4.014952	0.00378	-0.034625	0.000032	8.62424	6216	20480200_212030	CH	2	GN	2	50.5
740	1	12	1	13	1	5	1	6	-4.979332	0.003923	-0.042942	0.000033	8.62424	6216	20480200_212030	CH	3	GN	2	50.5
741	1	12	1	13	1	6	1	7	-3.601373	0.003145	-0.031059	0.000027	8.62424	6216	20480200_212030	CH	4	GN	2	50.5
742	1	12	1	13	1	7	1	8	-8.499252	0.00756	-0.073299	0.000065	8.62424	6216	20480200_212030	CH	5	GN	2	50.5
743	1	12	1	13	1	8	1	9	-36.75618	0.035586	-0.316994	0.000306	8.62424	6216	20480200_212030	CH	6	GN	1	50.5
744	1	12	1	13	1	9	1	10	-53.37116	0.016775	-0.460285	0.000144	8.62424	6216	20480200_212030	CH	7	GN	1	50.5
745	1	12	1	13	1	10	1	11	-138.1371	0.134204	-1.191327	0.001157	8.62424	6216	20480200_212030	CH	8	GN	1	50.5
746	1	10	1	14	1	2	1	6	-26.69835	0.006025	-0.320547	0.000072	12.00626	4056	20480200_212032	CH	1	GN	1	40
747	1	11	1	14	1	2	1	5	-12.0142	0.003935	-0.110416	0.000036	9.190464	4641	20480200_212032	CH	1	GN	2	38.1
748	1	11	1	14	1	5	1	8	-35.24127	-0.000245	-0.323883	-0.000002	9.190464	4641	20480200_212034	CH	2	GN	2	38.1
749	1	12	1	14	1	2	1	4	-3.053654	0.001665	-0.033147	0.000018	10.85518	5096	20480200_212034	CH	1	GN	2	50.5
750	1	12	1	14	1	4	1	6	-10.66831	0.004712	-0.115806	0.000051	10.85518	5096	20480200_212034	CH	2	GN	2	50.5
751	1	12	1	14	1	6	1	8	-13.88685	0.004712	-0.150744	0.000051	10.85518	5096	20480200_212034	CH	3	GN	2	50.5
752	1	12	1	14	1	8	1	10	-101.2151	0.092337	-1.098708	0.001002	10.85518	5096	20480200_212034	CH	4	GN	1	50.5
753	1	13	1	14	1	4	1	5	-0.843196	0.000616	-0.008186	0.000005	9.708424	4861	20480200_212036	CH	1	GN	2	41.5
754	1	13	1	14	1	5	1	6	-0.825242	0.000698	-0.008011	0.000006	9.708424	4861	20480200_212036	CH	2	GN	2	41.5
755	1	13	1	14	1	6	1	7	-0.478076	0.000403	-0.004641	0.000003	9.708424	4861	20480200_212036	CH	3	GN	3	41.5
756	1	13	1	14	1	7	1	8	-1.312651	0.00114	-0.012743	0.000011	9.708424	4861	20480200_212036	CH	4	GN	3	41.5
757	1	13	1	14	1	8	1	9	-5.206567	0.004165	-0.050547	0.00004	9.708424	4861	20480200_212036	CH	5	GN	2	41.5
758	1	13	1	14	1	9	1	10	-6.016785	0.004368	-0.058413	0.000042	9.708424	4861	20480200_212036	CH	6	GN	2	41.5
759	1	13	1	14	1	10	1	11	-10.41771	0.004562	-0.101139	0.000044	9.708424	4861	20480200_212036	CH	7	GN	2	41.5
760	1	13	1	14	1	11	1	12	-41.46285	0.027879	-0.402538	0.00027	9.708424	4861	20480200_212036	CH	8	GN	2	41.5
761	1	11	1	15	1	3	1	7	-31.81709	0.009474	-0.34356	0.000102	10.79799	4434	20480200_212038	CH	1	GN	1	40.5
762	1	12	1	15	1	3	1	6	-15.91395	0	-0.182589	0	11.47351	5096	20480200_212040	CH	1	GN	2	49.3
763	1	12	1	15	1	6	1	9	-66.42501	0	-0.762128	0	11.47351	5096	20480200_212040	CH	2	GN	1	49.3
764	1	13	1	15	1	1	1	3	-0.849498	0.000856	-0.008391	0.000008	9.878357	5904	20480200_212042	CH	1	GN	3	49.7
765	1	13	1	15	1	3	1	5	-3.08388	0.002894	-0.030463	0.000028	9.878357	5904	20480200_212042	CH	2	GN	2	49.7
766	1	13	1	15	1	5	1	7	-3.382271	0.003035	-0.033411	0.000029	9.878357	5904	20480200_212042	CH	3	GN	2	49.7
767	1	13	1	15	1	7	1	9	-16.26344	0.015959	-0.160656	0.000157	9.878357	5904	20480200_212042	CH	4	GN	2	49.7
768	1	13	1	15	1	9	1	11	-38.26137	0.034347	-0.377959	0.000339	9.878357	5904	20480200_212042	CH	5	GN	2	49.7
769	1	14	1	15	1	5	1	6	-1.284285	0.000822	-0.009983	0.000006	7.773679	4239	20480200_212046	CH	1	GN	2	26.5
770	1	14	1	15	1	6	1	7	-0.803341	0.000712	-0.006244	0.000005	7.773679	4239	20480200_212046	CH	2	GN	3	26.5
771	1	14	1	15	1	7	1	8	-2.026869	0.001744	-0.015756	0.000013	7.773679	4239	20480200_212046	CH	3	GN	3	26.5
772	1	14	1	15	1	8	1	9	-7.716181	0.006979	-0.059983	0.000054	7.773679	4239	20480200_212046	CH	4	GN	2	26.5
773	1	14	1	15	1	9	1	10	-8.382658	0.004652	-0.065164	0.000036	7.773679	4239	20480200_212046	CH	5	GN	2	26.5
774	1	14	1	15	1	10	1	11	-13.38095	0.011396	-0.104019	0.000088	7.773679	4239	20480200_212046	CH	6	GN	2	26.5
775	1	14	1	15	1	11	1	12	-48.93039	0.039479	-0.380369	0.000306	7.773679	4239	20480200_212046	CH	7	GN	2	26.5
776	1	14	1	15	1	12	1	13	-543.4826	0.39392	-4.224859	0.003062	7.773679	4239	20480200_212046	CH	8	GN	1	26.5
777	1	12	1	16	1	4	1	8	-33.69377	0.022411	-0.406916	0.00027	12.07689	4056	20480200_212048	CH	1	GN	1	40.1
778	1	13	1	16	1	1	1	4	-2.608494	0.001792	-0.029423	0.00002	11.27985	5096	20480200_212048	CH	1	GN	2	50
779	1	13	1	16	1	4	1	7	-7.835882	0.002267	-0.088387	0.000025	11.27985	5096	20480200_212048	CH	2	GN	2	50
780	1	13	1	16	1	7	1	10	-42.59059	0.015708	-0.480415	0.000177	11.27985	5096	20480200_212048	CH	3	GN	1	50
781	1	14	1	16	1	2	1	4	-1.423674	0.000783	-0.020118	0.000011	14.13167	3276	20480200_212050	CH	1	GN	2	42.3
